tran_id,product_id,qty,amt,tran_dt
2022-09-10T07:10:04.547124_7,31,4,9.96,2022-09-10
2022-09-10T07:10:04.547124_7,2,4,5.0,2022-09-10
2022-09-10T07:10:04.547124_8,72,1,3.84,2022-09-10
2022-09-10T07:10:04.547124_8,63,2,7.58,2022-09-10
2022-09-10T07:10:04.547124_8,28,5,14.45,2022-09-10
2022-09-10T07:10:04.547124_8,93,1,5.99,2022-09-10
2022-09-10T07:10:04.547124_8,26,3,8.94,2022-09-10
2022-09-10T07:10:04.547124_8,5,2,3.5,2022-09-10
2022-09-10T07:10:04.547124_8,92,3,7.47,2022-09-10
2022-09-10T07:10:04.547124_8,59,4,11.16,2022-09-10
2022-09-10T07:10:04.547124_9,12,3,5.4,2022-09-10
2022-09-10T07:10:04.547124_9,57,4,7.96,2022-09-10
2022-09-10T07:10:04.547124_9,81,1,3.59,2022-09-10
2022-09-10T07:10:04.547124_9,83,3,0.63,2022-09-10
2022-09-10T07:10:04.547124_9,53,1,0.99,2022-09-10
2022-09-10T07:10:04.547124_9,74,3,2.85,2022-09-10
2022-09-10T07:10:04.547124_9,36,4,9.56,2022-09-10
2022-09-10T07:10:04.547124_9,8,4,7.56,2022-09-10
2022-09-10T07:10:04.548122_15,5,5,8.75,2022-09-10
2022-09-10T07:10:04.548122_15,83,4,0.84,2022-09-10
2022-09-10T07:10:04.548122_15,72,1,3.84,2022-09-10
2022-09-10T07:10:04.548122_15,35,3,6.27,2022-09-10
2022-09-10T07:10:04.548122_16,40,2,7.18,2022-09-10
2022-09-10T07:10:04.548122_16,56,1,1.59,2022-09-10
2022-09-10T07:10:04.548122_16,2,3,3.75,2022-09-10
2022-09-10T07:10:04.548122_16,24,5,14.0,2022-09-10
2022-09-10T07:10:04.548122_16,1,4,6.0,2022-09-10
2022-09-10T07:10:04.548122_16,78,1,3.8,2022-09-10
2022-09-10T07:10:04.548122_16,16,2,6.28,2022-09-10
2022-09-10T07:10:04.548122_17,70,2,7.0,2022-09-10
2022-09-10T07:10:04.548122_17,66,2,7.98,2022-09-10
2022-09-10T07:10:04.548122_17,42,3,1.17,2022-09-10
2022-09-10T07:10:04.548122_18,35,3,6.27,2022-09-10
2022-09-10T07:10:04.548122_18,37,2,5.38,2022-09-10
2022-09-10T07:10:04.548122_18,15,5,14.9,2022-09-10
2022-09-10T07:10:04.548122_18,46,5,3.45,2022-09-10
2022-09-10T07:10:04.548122_18,39,2,5.5,2022-09-10
2022-09-10T07:10:04.548122_18,4,3,8.97,2022-09-10
2022-09-10T07:10:04.548122_18,95,2,5.98,2022-09-10
2022-09-10T07:10:04.548122_19,88,1,3.99,2022-09-10
2022-09-10T07:10:04.548122_19,24,4,11.2,2022-09-10
2022-09-10T07:10:04.548122_19,26,4,11.92,2022-09-10
2022-09-10T07:10:04.548122_19,65,1,7.99,2022-09-10
2022-09-10T07:10:04.548122_19,37,5,13.45,2022-09-10
2022-09-10T07:10:04.548122_19,52,2,1.74,2022-09-10
2022-09-10T07:10:04.548122_19,72,3,11.52,2022-09-10
2022-09-10T07:10:04.548122_19,67,2,5.0,2022-09-10
2022-09-10T07:10:04.548122_19,51,3,7.47,2022-09-10
2022-09-10T07:10:04.548122_19,43,1,3.99,2022-09-10
2022-09-10T07:10:04.548122_20,65,1,7.99,2022-09-10
2022-09-10T07:10:04.548122_20,59,4,11.16,2022-09-10
2022-09-10T07:10:04.548122_20,38,1,3.5,2022-09-10
2022-09-10T07:10:04.548122_20,67,4,10.0,2022-09-10
2022-09-10T07:10:04.548122_20,83,1,0.21,2022-09-10
2022-09-10T07:10:04.548122_20,34,1,1.99,2022-09-10
2022-09-10T07:10:04.548122_20,89,4,11.12,2022-09-10
2022-09-10T07:10:04.548122_20,18,2,7.76,2022-09-10
2022-09-10T07:10:04.548122_21,54,2,1.7,2022-09-10
2022-09-10T07:10:04.548122_21,66,3,11.97,2022-09-10
2022-09-10T07:10:04.548122_21,47,3,7.5,2022-09-10
2022-09-10T07:10:04.548122_21,82,1,7.99,2022-09-10
2022-09-10T07:10:04.548122_21,60,5,9.95,2022-09-10
2022-09-10T07:10:04.548122_21,12,2,3.6,2022-09-10
2022-09-10T07:10:04.548122_21,89,1,2.78,2022-09-10
2022-09-10T07:10:04.548122_22,41,4,9.56,2022-09-10
2022-09-10T07:10:04.548122_22,31,2,4.98,2022-09-10
2022-09-10T07:10:04.548122_22,74,5,4.75,2022-09-10
2022-09-10T07:10:04.548122_22,46,1,0.69,2022-09-10
2022-09-10T07:10:04.548122_22,4,1,2.99,2022-09-10
2022-09-10T07:10:04.548122_22,47,5,12.5,2022-09-10
2022-09-10T07:10:04.548122_23,26,2,5.96,2022-09-10
2022-09-10T07:10:04.548122_23,48,4,9.56,2022-09-10
2022-09-10T07:10:04.548122_23,97,1,5.99,2022-09-10
2022-09-10T07:10:04.548122_23,39,5,13.75,2022-09-10
2022-09-10T07:10:04.548122_23,93,1,5.99,2022-09-10
2022-09-10T07:10:04.548122_23,59,2,5.58,2022-09-10
2022-09-10T07:10:04.548122_23,64,2,8.92,2022-09-10
2022-09-10T07:10:04.548122_23,35,1,2.09,2022-09-10
2022-09-10T07:10:04.548122_23,69,1,3.99,2022-09-10
2022-09-10T07:10:04.548122_23,75,1,8.79,2022-09-10
2022-09-11T07:10:04.548122_0,61,3,3.87,2022-09-11
2022-09-11T07:10:04.548122_0,25,2,4.7,2022-09-11
2022-09-11T07:10:04.548122_0,30,3,9.3,2022-09-11
2022-09-11T07:10:04.548122_0,35,4,8.36,2022-09-11
2022-09-11T07:10:04.548122_1,94,4,7.96,2022-09-11
2022-09-11T07:10:04.548122_1,4,3,8.97,2022-09-11
2022-09-11T07:10:04.548122_1,54,3,2.55,2022-09-11
2022-09-11T07:10:04.548122_10,50,1,2.6,2022-09-11
2022-09-11T07:10:04.548122_10,8,4,7.56,2022-09-11
2022-09-11T07:10:04.548122_10,77,1,0.59,2022-09-11
2022-09-11T07:10:04.548122_10,15,2,5.96,2022-09-11
2022-09-11T07:10:04.548122_10,88,2,7.98,2022-09-11
2022-09-11T07:10:04.548122_10,61,1,1.29,2022-09-11
2022-09-11T07:10:04.548122_10,11,1,4.99,2022-09-11
2022-09-11T07:10:04.548122_11,66,2,7.98,2022-09-11
2022-09-11T07:10:04.548122_11,63,3,11.37,2022-09-11
2022-09-11T07:10:04.548122_12,19,2,6.9,2022-09-11
2022-09-11T07:10:04.548122_12,63,2,7.58,2022-09-11
2022-09-11T07:10:04.548122_12,24,3,8.4,2022-09-11
2022-09-11T07:10:04.548122_12,84,3,7.5,2022-09-11
2022-09-11T07:10:04.548122_12,1,2,3.0,2022-09-11
2022-09-11T07:10:04.548122_12,62,1,6.5,2022-09-11
2022-09-11T07:10:04.548122_13,79,1,3.57,2022-09-11
2022-09-11T07:10:04.548122_13,20,5,6.95,2022-09-11
2022-09-11T07:10:04.548122_13,58,1,2.25,2022-09-11
2022-09-11T07:10:04.548122_13,88,1,3.99,2022-09-11
2022-09-11T07:10:04.548122_13,57,4,7.96,2022-09-11
2022-09-11T07:10:04.548122_14,36,1,2.39,2022-09-11
2022-09-11T07:10:04.548122_14,97,1,5.99,2022-09-11
2022-09-11T07:10:04.548122_14,4,5,14.95,2022-09-11
2022-09-11T07:10:04.548122_14,31,5,12.45,2022-09-11
2022-09-11T07:10:04.548122_14,16,3,9.42,2022-09-11
2022-09-11T07:10:04.548122_14,59,5,13.95,2022-09-11
2022-09-11T07:10:04.548122_15,100,5,9.95,2022-09-11
2022-09-11T07:10:04.548122_15,100,3,5.97,2022-09-11
2022-09-11T07:10:04.548122_16,75,1,8.79,2022-09-11
2022-09-11T07:10:04.548122_16,75,1,8.79,2022-09-11
2022-09-11T07:10:04.548122_16,71,1,6.59,2022-09-11
2022-09-11T07:10:04.548122_16,86,2,2.58,2022-09-11
2022-09-11T07:10:04.548122_16,79,2,7.14,2022-09-11
2022-09-11T07:10:04.548122_16,19,3,10.35,2022-09-11
2022-09-11T07:10:04.548122_16,28,3,8.67,2022-09-11
2022-09-11T07:10:04.548122_17,90,2,1.98,2022-09-11
2022-09-11T07:10:04.548122_17,25,3,7.05,2022-09-11
2022-09-11T07:10:04.548122_17,2,4,5.0,2022-09-11
2022-09-11T07:10:04.548122_17,1,3,4.5,2022-09-11
2022-09-11T07:10:04.548122_17,15,2,5.96,2022-09-11
2022-09-11T07:10:04.548122_2,44,3,4.47,2022-09-11
2022-09-11T07:10:04.548122_2,12,5,9.0,2022-09-11
2022-09-11T07:10:04.548122_2,49,1,3.99,2022-09-11
2022-09-11T07:10:04.548122_3,54,5,4.25,2022-09-11
2022-09-11T07:10:04.548122_3,93,1,5.99,2022-09-11
2022-09-11T07:10:04.548122_3,24,1,2.8,2022-09-11
2022-09-11T07:10:04.548122_3,48,1,2.39,2022-09-11
2022-09-11T07:10:04.548122_3,95,2,5.98,2022-09-11
2022-09-11T07:10:04.548122_4,17,2,9.0,2022-09-11
2022-09-11T07:10:04.548122_4,24,2,5.6,2022-09-11
2022-09-11T07:10:04.548122_4,98,1,4.99,2022-09-11
2022-09-11T07:10:04.548122_4,88,1,3.99,2022-09-11
2022-09-11T07:10:04.548122_5,63,2,7.58,2022-09-11
2022-09-11T07:10:04.548122_6,100,2,3.98,2022-09-11
2022-09-11T07:10:04.548122_6,79,2,7.14,2022-09-11
2022-09-11T07:10:04.548122_6,73,3,11.97,2022-09-11
2022-09-11T07:10:04.548122_6,20,2,2.78,2022-09-11
2022-09-11T07:10:04.548122_6,3,4,9.8,2022-09-11
2022-09-11T07:10:04.548122_6,85,1,4.99,2022-09-11
2022-09-11T07:10:04.548122_7,30,3,9.3,2022-09-11
2022-09-11T07:10:04.548122_7,3,1,2.45,2022-09-11
2022-09-11T07:10:04.548122_7,90,3,2.97,2022-09-11
2022-09-11T07:10:04.548122_7,51,3,7.47,2022-09-11
2022-09-11T07:10:04.548122_7,10,3,5.37,2022-09-11
2022-09-11T07:10:04.548122_7,42,3,1.17,2022-09-11
2022-09-11T07:10:04.548122_7,83,1,0.21,2022-09-11
2022-09-11T07:10:04.548122_7,75,1,8.79,2022-09-11
2022-09-11T07:10:04.548122_7,54,1,0.85,2022-09-11
2022-09-11T07:10:04.548122_8,69,1,3.99,2022-09-11
2022-09-11T07:10:04.548122_8,87,1,9.99,2022-09-11
2022-09-11T07:10:04.548122_8,3,4,9.8,2022-09-11
2022-09-11T07:10:04.548122_8,51,3,7.47,2022-09-11
2022-09-11T07:10:04.548122_8,3,5,12.25,2022-09-11
2022-09-11T07:10:04.548122_9,16,3,9.42,2022-09-11
2022-09-11T07:10:04.548122_9,9,1,2.99,2022-09-11
2022-09-11T07:10:04.548122_9,48,5,11.95,2022-09-11
2022-09-11T07:10:04.548122_9,64,3,13.38,2022-09-11
2022-09-11T07:10:04.548122_9,77,4,2.36,2022-09-11
2022-09-11T07:10:04.548122_9,5,2,3.5,2022-09-11
2022-09-12T07:10:04.549124_0,16,1,3.14,2022-09-12
2022-09-12T07:10:04.549124_0,28,5,14.45,2022-09-12
2022-09-12T07:10:04.549124_0,16,2,6.28,2022-09-12
2022-09-12T07:10:04.549124_0,38,2,7.0,2022-09-12
2022-09-12T07:10:04.549124_0,73,3,11.97,2022-09-12
2022-09-12T07:10:04.549124_1,22,2,5.58,2022-09-12
2022-09-12T07:10:04.549124_1,39,4,11.0,2022-09-12
2022-09-12T07:10:04.549124_2,50,4,10.4,2022-09-12
2022-09-12T07:10:04.549124_3,44,4,5.96,2022-09-12
2022-09-12T07:10:04.549124_3,56,2,3.18,2022-09-12
2022-09-12T07:10:04.549124_3,53,2,1.98,2022-09-12
2022-09-12T07:10:04.549124_3,46,5,3.45,2022-09-12
2022-09-12T07:10:04.549124_3,13,1,2.98,2022-09-12
2022-09-12T07:10:04.549124_3,86,5,6.45,2022-09-12
2022-09-12T07:10:04.549124_3,66,2,7.98,2022-09-12
2022-09-12T07:10:04.549124_3,8,5,9.45,2022-09-12
2022-09-12T07:10:04.549124_4,76,1,0.57,2022-09-12
2022-09-13T07:10:04.549124_0,7,5,7.5,2022-09-13
2022-09-13T07:10:04.549124_0,77,2,1.18,2022-09-13
2022-09-13T07:10:04.549124_0,65,1,7.99,2022-09-13
2022-09-13T07:10:04.549124_0,99,1,4.99,2022-09-13
2022-09-13T07:10:04.549124_0,88,3,11.97,2022-09-13
2022-09-13T07:10:04.549124_1,8,4,7.56,2022-09-13
2022-09-13T07:10:04.549124_1,7,1,1.5,2022-09-13
2022-09-13T07:10:04.549124_1,19,3,10.35,2022-09-13
2022-09-13T07:10:04.549124_1,8,1,1.89,2022-09-13
2022-09-13T07:10:04.549124_1,95,4,11.96,2022-09-13
2022-09-13T07:10:04.549124_2,27,1,2.15,2022-09-13
2022-09-13T07:10:04.549124_2,41,1,2.39,2022-09-13
2022-09-13T07:10:04.549124_2,58,3,6.75,2022-09-13
2022-09-13T07:10:04.549124_2,14,4,3.96,2022-09-13
2022-09-13T07:10:04.549124_3,67,3,7.5,2022-09-13
2022-09-13T07:10:04.549124_3,10,3,5.37,2022-09-13
2022-09-13T07:10:04.549124_3,25,4,9.4,2022-09-13
2022-09-13T07:10:04.549124_3,68,2,5.18,2022-09-13
2022-09-13T07:10:04.549124_3,84,2,5.0,2022-09-13
2022-09-13T07:10:04.549124_3,95,2,5.98,2022-09-13
2022-09-13T07:10:04.549124_3,55,1,0.78,2022-09-13
2022-09-13T07:10:04.549124_3,23,2,7.58,2022-09-13
2022-09-13T07:10:04.549124_3,11,2,9.98,2022-09-13
2022-09-14T07:10:04.549124_0,64,3,13.38,2022-09-14
2022-09-14T07:10:04.549124_1,39,4,11.0,2022-09-14
2022-09-14T07:10:04.549124_1,52,4,3.48,2022-09-14
2022-09-14T07:10:04.549124_1,77,2,1.18,2022-09-14
2022-09-14T07:10:04.549124_1,67,4,10.0,2022-09-14
2022-09-14T07:10:04.549124_1,99,3,14.97,2022-09-14
2022-09-14T07:10:04.549124_1,100,2,3.98,2022-09-14
2022-09-14T07:10:04.549124_1,1,4,6.0,2022-09-14
2022-09-14T07:10:04.549124_1,67,3,7.5,2022-09-14
2022-09-14T07:10:04.549124_2,15,2,5.96,2022-09-14
2022-09-14T07:10:04.549124_2,91,1,6.7,2022-09-14
2022-09-14T07:10:04.549124_2,71,1,6.59,2022-09-14
2022-09-14T07:10:04.549124_2,16,1,3.14,2022-09-14
2022-09-14T07:10:04.549124_2,26,3,8.94,2022-09-14
2022-09-14T07:10:04.549124_3,4,1,2.99,2022-09-14
2022-09-14T07:10:04.549124_3,79,3,10.71,2022-09-14
2022-09-14T07:10:04.549124_3,44,3,4.47,2022-09-14
2022-09-14T07:10:04.549124_3,57,2,3.98,2022-09-14
2022-09-14T07:10:04.549124_3,3,2,4.9,2022-09-14
2022-09-14T07:10:04.549124_3,100,4,7.96,2022-09-14
2022-09-14T07:10:04.549124_4,10,5,8.95,2022-09-14
2022-09-14T07:10:04.549124_4,28,4,11.56,2022-09-14
2022-09-14T07:10:04.549124_4,49,1,3.99,2022-09-14
2022-09-14T07:10:04.549124_4,88,2,7.98,2022-09-14
2022-09-15T07:10:04.549124_0,12,4,7.2,2022-09-15
2022-09-15T07:10:04.549124_0,44,3,4.47,2022-09-15
2022-09-15T07:10:04.549124_0,59,4,11.16,2022-09-15
2022-09-15T07:10:04.549124_0,68,1,2.59,2022-09-15
2022-09-15T07:10:04.549124_1,80,2,9.96,2022-09-15
2022-09-15T07:10:04.549124_1,43,3,11.97,2022-09-15
2022-09-16T07:10:04.549124_0,46,3,2.07,2022-09-16
2022-09-16T07:10:04.549124_1,96,5,13.75,2022-09-16
2022-09-16T07:10:04.549124_1,9,2,5.98,2022-09-16
2022-09-16T07:10:04.549124_1,13,4,11.92,2022-09-16
2022-09-16T07:10:04.549124_1,10,1,1.79,2022-09-16
2022-09-16T07:10:04.549124_1,82,1,7.99,2022-09-16
2022-09-16T07:10:04.549124_1,14,1,0.99,2022-09-16
2022-09-16T07:10:04.549124_1,8,1,1.89,2022-09-16
2022-09-16T07:10:04.549124_1,74,5,4.75,2022-09-16
2022-09-16T07:10:04.549124_1,40,1,3.59,2022-09-16
2022-09-16T07:10:04.549124_2,62,1,6.5,2022-09-16
2022-09-16T07:10:04.549124_2,28,1,2.89,2022-09-16
2022-09-16T07:10:04.549124_2,50,2,5.2,2022-09-16
2022-09-16T07:10:04.549124_2,1,4,6.0,2022-09-16
2022-09-16T07:10:04.549124_2,70,2,7.0,2022-09-16
2022-09-16T07:10:04.549124_3,8,5,9.45,2022-09-16
2022-09-16T07:10:04.549124_3,97,1,5.99,2022-09-16
2022-09-16T07:10:04.549124_3,59,3,8.37,2022-09-16
2022-09-16T07:10:04.549124_4,93,1,5.99,2022-09-16
2022-09-16T07:10:04.549124_4,26,3,8.94,2022-09-16
2022-09-16T07:10:04.549124_4,24,1,2.8,2022-09-16
2022-09-16T07:10:04.549124_4,53,1,0.99,2022-09-16
2022-09-16T07:10:04.549124_4,34,1,1.99,2022-09-16
2022-09-16T07:10:04.549124_4,36,4,9.56,2022-09-16
2022-09-16T07:10:04.549124_4,60,3,5.97,2022-09-16
2022-09-16T07:10:04.549124_4,81,2,7.18,2022-09-16
2022-09-16T07:10:04.549124_4,17,1,4.5,2022-09-16
2022-09-16T07:10:04.549124_5,24,3,8.4,2022-09-16
2022-09-16T07:10:04.549124_5,75,1,8.79,2022-09-16
2022-09-16T07:10:04.549124_5,99,2,9.98,2022-09-16
2022-09-16T07:10:04.549124_5,47,2,5.0,2022-09-16
2022-09-16T07:10:04.549124_5,91,1,6.7,2022-09-16
2022-09-17T07:10:04.549124_0,66,1,3.99,2022-09-17
2022-09-17T07:10:04.549124_0,32,2,6.18,2022-09-17
2022-09-17T07:10:04.549124_0,88,1,3.99,2022-09-17
2022-09-17T07:10:04.549124_0,41,3,7.17,2022-09-17
2022-09-17T07:10:04.549124_0,9,3,8.97,2022-09-17
2022-09-17T07:10:04.549124_0,73,2,7.98,2022-09-17
2022-09-17T07:10:04.549124_0,97,1,5.99,2022-09-17
2022-09-17T07:10:04.549124_0,90,4,3.96,2022-09-17
2022-09-17T07:10:04.549124_0,24,4,11.2,2022-09-17
2022-09-17T07:10:04.549124_0,42,5,1.95,2022-09-17
2022-09-17T07:10:04.549124_1,25,1,2.35,2022-09-17
2022-09-17T07:10:04.549124_1,13,1,2.98,2022-09-17
2022-09-17T07:10:04.549124_1,28,2,5.78,2022-09-17
2022-09-17T07:10:04.549124_10,50,1,2.6,2022-09-17
2022-09-17T07:10:04.549124_10,17,2,9.0,2022-09-17
2022-09-17T07:10:04.549124_10,53,1,0.99,2022-09-17
2022-09-17T07:10:04.549124_11,78,3,11.4,2022-09-17
2022-09-17T07:10:04.549124_12,34,5,9.95,2022-09-17
2022-09-17T07:10:04.549124_12,19,3,10.35,2022-09-17
2022-09-17T07:10:04.549124_12,68,3,7.77,2022-09-17
2022-09-17T07:10:04.549124_12,97,1,5.99,2022-09-17
2022-09-17T07:10:04.549124_12,53,4,3.96,2022-09-17
2022-09-17T07:10:04.549124_12,7,3,4.5,2022-09-17
2022-09-17T07:10:04.549124_12,95,3,8.97,2022-09-17
2022-09-17T07:10:04.549124_13,23,3,11.37,2022-09-17
2022-09-17T07:10:04.549124_13,5,5,8.75,2022-09-17
2022-09-17T07:10:04.549124_13,8,3,5.67,2022-09-17
2022-09-17T07:10:04.549124_13,8,2,3.78,2022-09-17
2022-09-17T07:10:04.549124_13,67,1,2.5,2022-09-17
2022-09-17T07:10:04.549124_13,61,5,6.45,2022-09-17
2022-09-17T07:10:04.549124_13,87,1,9.99,2022-09-17
2022-09-17T07:10:04.549124_13,86,2,2.58,2022-09-17
2022-09-17T07:10:04.549124_13,41,5,11.95,2022-09-17
2022-09-17T07:10:04.549124_14,57,3,5.97,2022-09-17
2022-09-17T07:10:04.549124_14,82,1,7.99,2022-09-17
2022-09-17T07:10:04.549124_14,16,2,6.28,2022-09-17
2022-09-17T07:10:04.549124_14,95,5,14.95,2022-09-17
2022-09-17T07:10:04.549124_15,82,1,7.99,2022-09-17
2022-09-17T07:10:04.549124_16,49,3,11.97,2022-09-17
2022-09-17T07:10:04.549124_16,65,1,7.99,2022-09-17
2022-09-17T07:10:04.549124_16,1,2,3.0,2022-09-17
2022-09-17T07:10:04.549124_16,73,2,7.98,2022-09-17
2022-09-17T07:10:04.549124_16,18,3,11.64,2022-09-17
2022-09-17T07:10:04.549124_16,54,3,2.55,2022-09-17
2022-09-17T07:10:04.549124_16,43,1,3.99,2022-09-17
2022-09-17T07:10:04.549124_16,4,5,14.95,2022-09-17
2022-09-17T07:10:04.549124_17,52,1,0.87,2022-09-17
2022-09-17T07:10:04.549124_17,26,2,5.96,2022-09-17
2022-09-17T07:10:04.549124_17,16,2,6.28,2022-09-17
2022-09-17T07:10:04.549124_17,93,1,5.99,2022-09-17
2022-09-17T07:10:04.549124_18,5,1,1.75,2022-09-17
2022-09-17T07:10:04.549124_18,23,2,7.58,2022-09-17
2022-09-17T07:10:04.549124_18,24,4,11.2,2022-09-17
2022-09-17T07:10:04.549124_2,53,5,4.95,2022-09-17
2022-09-17T07:10:04.549124_2,35,1,2.09,2022-09-17
2022-09-17T07:10:04.549124_2,90,3,2.97,2022-09-17
2022-09-17T07:10:04.549124_3,86,2,2.58,2022-09-17
2022-09-17T07:10:04.549124_3,99,1,4.99,2022-09-17
2022-09-17T07:10:04.549124_3,86,2,2.58,2022-09-17
2022-09-17T07:10:04.549124_3,22,2,5.58,2022-09-17
2022-09-17T07:10:04.549124_3,77,1,0.59,2022-09-17
2022-09-17T07:10:04.549124_3,8,3,5.67,2022-09-17
2022-09-17T07:10:04.549124_3,33,1,5.99,2022-09-17
2022-09-17T07:10:04.549124_3,61,3,3.87,2022-09-17
2022-09-17T07:10:04.549124_3,98,2,9.98,2022-09-17
2022-09-17T07:10:04.549124_4,92,3,7.47,2022-09-17
2022-09-17T07:10:04.549124_4,60,4,7.96,2022-09-17
2022-09-17T07:10:04.549124_4,90,1,0.99,2022-09-17
2022-09-17T07:10:04.549124_4,37,5,13.45,2022-09-17
2022-09-17T07:10:04.549124_4,23,3,11.37,2022-09-17
2022-09-17T07:10:04.549124_4,43,2,7.98,2022-09-17
2022-09-17T07:10:04.549124_4,38,2,7.0,2022-09-17
2022-09-17T07:10:04.549124_4,34,1,1.99,2022-09-17
2022-09-17T07:10:04.549124_4,71,1,6.59,2022-09-17
2022-09-17T07:10:04.549124_4,39,5,13.75,2022-09-17
2022-09-17T07:10:04.549124_5,6,5,9.95,2022-09-17
2022-09-17T07:10:04.549124_5,59,1,2.79,2022-09-17
2022-09-17T07:10:04.549124_5,90,3,2.97,2022-09-17
2022-09-17T07:10:04.549124_5,6,4,7.96,2022-09-17
2022-09-17T07:10:04.549124_5,24,1,2.8,2022-09-17
2022-09-17T07:10:04.549124_5,38,2,7.0,2022-09-17
2022-09-17T07:10:04.549124_6,4,5,14.95,2022-09-17
2022-09-17T07:10:04.549124_6,97,1,5.99,2022-09-17
2022-09-17T07:10:04.549124_6,61,5,6.45,2022-09-17
2022-09-17T07:10:04.549124_6,54,5,4.25,2022-09-17
2022-09-17T07:10:04.549124_7,87,1,9.99,2022-09-17
2022-09-17T07:10:04.549124_7,11,2,9.98,2022-09-17
2022-09-17T07:10:04.549124_7,44,3,4.47,2022-09-17
2022-09-17T07:10:04.549124_7,19,1,3.45,2022-09-17
2022-09-17T07:10:04.549124_7,99,1,4.99,2022-09-17
2022-09-17T07:10:04.549124_8,46,4,2.76,2022-09-17
2022-09-17T07:10:04.549124_8,95,4,11.96,2022-09-17
2022-09-17T07:10:04.549124_8,65,1,7.99,2022-09-17
2022-09-17T07:10:04.549124_9,79,3,10.71,2022-09-17
2022-09-17T07:10:04.549124_9,82,1,7.99,2022-09-17
2022-09-18T07:10:04.549124_0,14,5,4.95,2022-09-18
2022-09-18T07:10:04.549124_0,80,3,14.94,2022-09-18
2022-09-18T07:10:04.549124_0,24,4,11.2,2022-09-18
2022-09-18T07:10:04.549124_0,71,1,6.59,2022-09-18
2022-09-18T07:10:04.549124_0,36,5,11.95,2022-09-18
2022-09-18T07:10:04.549124_0,51,1,2.49,2022-09-18
2022-09-18T07:10:04.549124_0,87,1,9.99,2022-09-18
2022-09-18T07:10:04.549124_0,9,2,5.98,2022-09-18
2022-09-18T07:10:04.549124_0,2,2,2.5,2022-09-18
2022-09-18T07:10:04.549124_1,42,5,1.95,2022-09-18
2022-09-18T07:10:04.549124_1,28,5,14.45,2022-09-18
2022-09-18T07:10:04.549124_1,38,2,7.0,2022-09-18
2022-09-18T07:10:04.549124_1,6,1,1.99,2022-09-18
2022-09-18T07:10:04.549124_1,45,2,1.98,2022-09-18
2022-09-18T07:10:04.549124_1,7,4,6.0,2022-09-18
2022-09-18T07:10:04.549124_1,45,1,0.99,2022-09-18
2022-09-18T07:10:04.549124_1,92,3,7.47,2022-09-18
2022-09-18T07:10:04.549124_1,94,4,7.96,2022-09-18
2022-09-18T07:10:04.549124_10,66,2,7.98,2022-09-18
2022-09-18T07:10:04.549124_10,73,3,11.97,2022-09-18
2022-09-18T07:10:04.549124_11,79,1,3.57,2022-09-18
2022-09-18T07:10:04.549124_11,82,1,7.99,2022-09-18
2022-09-18T07:10:04.549124_11,88,2,7.98,2022-09-18
2022-09-18T07:10:04.549124_11,6,4,7.96,2022-09-18
2022-09-18T07:10:04.549124_11,25,1,2.35,2022-09-18
2022-09-18T07:10:04.549124_11,29,1,2.65,2022-09-18
2022-09-18T07:10:04.549124_11,73,2,7.98,2022-09-18
2022-09-18T07:10:04.549124_11,19,3,10.35,2022-09-18
2022-09-18T07:10:04.549124_12,20,5,6.95,2022-09-18
2022-09-18T07:10:04.549124_12,97,1,5.99,2022-09-18
2022-09-18T07:10:04.549124_12,67,3,7.5,2022-09-18
2022-09-18T07:10:04.549124_12,18,2,7.76,2022-09-18
2022-09-18T07:10:04.549124_12,46,4,2.76,2022-09-18
2022-09-18T07:10:04.549124_12,57,4,7.96,2022-09-18
2022-09-18T07:10:04.549124_13,49,2,7.98,2022-09-18
2022-09-18T07:10:04.549124_13,83,4,0.84,2022-09-18
2022-09-18T07:10:04.549124_14,41,1,2.39,2022-09-18
2022-09-18T07:10:04.549124_14,39,5,13.75,2022-09-18
2022-09-18T07:10:04.549124_14,83,2,0.42,2022-09-18
2022-09-18T07:10:04.549124_14,6,5,9.95,2022-09-18
2022-09-18T07:10:04.549124_14,79,2,7.14,2022-09-18
2022-09-18T07:10:04.549124_14,3,1,2.45,2022-09-18
2022-09-18T07:10:04.549124_14,32,1,3.09,2022-09-18
2022-09-18T07:10:04.549124_14,37,1,2.69,2022-09-18
2022-09-18T07:10:04.549124_14,90,1,0.99,2022-09-18
2022-09-18T07:10:04.549124_14,58,3,6.75,2022-09-18
2022-09-18T07:10:04.549124_15,80,1,4.98,2022-09-18
2022-09-18T07:10:04.549124_16,90,1,0.99,2022-09-18
2022-09-18T07:10:04.549124_16,38,1,3.5,2022-09-18
2022-09-18T07:10:04.549124_16,80,3,14.94,2022-09-18
2022-09-18T07:10:04.549124_16,58,5,11.25,2022-09-18
2022-09-18T07:10:04.549124_16,69,2,7.98,2022-09-18
2022-09-18T07:10:04.549124_16,9,1,2.99,2022-09-18
2022-09-18T07:10:04.549124_16,72,2,7.68,2022-09-18
2022-09-18T07:10:04.549124_16,82,1,7.99,2022-09-18
2022-09-18T07:10:04.549124_16,2,2,2.5,2022-09-18
2022-09-18T07:10:04.549124_16,68,5,12.95,2022-09-18
2022-09-18T07:10:04.549124_17,51,4,9.96,2022-09-18
2022-09-18T07:10:04.549124_17,72,1,3.84,2022-09-18
2022-09-18T07:10:04.549124_17,65,1,7.99,2022-09-18
