tran_id,store_id,member_id,tran_dt
2022-10-14T07:10:04.553122_7,1,1972,2022-10-14
2022-10-14T07:10:04.553122_8,2,1307,2022-10-14
2022-10-15T07:10:04.553122_0,3,1923,2022-10-15
2022-10-15T07:10:04.553122_1,2,1855,2022-10-15
2022-10-15T07:10:04.553122_10,1,1973,2022-10-15
2022-10-15T07:10:04.553122_11,3,1701,2022-10-15
2022-10-15T07:10:04.553122_12,2,1385,2022-10-15
2022-10-15T07:10:04.553122_13,1,1520,2022-10-15
2022-10-15T07:10:04.553122_14,3,1792,2022-10-15
2022-10-15T07:10:04.553122_15,1,1792,2022-10-15
2022-10-15T07:10:04.553122_16,2,1366,2022-10-15
2022-10-15T07:10:04.553122_17,1,1361,2022-10-15
2022-10-15T07:10:04.553122_18,2,1898,2022-10-15
2022-10-15T07:10:04.553122_19,1,1721,2022-10-15
2022-10-15T07:10:04.553122_2,3,1660,2022-10-15
2022-10-15T07:10:04.553122_3,2,1331,2022-10-15
2022-10-15T07:10:04.553122_4,2,1413,2022-10-15
2022-10-15T07:10:04.553122_5,2,1513,2022-10-15
2022-10-15T07:10:04.553122_6,3,1087,2022-10-15
2022-10-15T07:10:04.553122_7,2,1520,2022-10-15
2022-10-15T07:10:04.553122_8,1,1761,2022-10-15
2022-10-15T07:10:04.553122_9,1,1697,2022-10-15
2022-10-16T07:10:04.553122_0,1,1487,2022-10-16
2022-10-16T07:10:04.553122_1,1,1972,2022-10-16
2022-10-16T07:10:04.553122_10,3,1142,2022-10-16
2022-10-16T07:10:04.553122_11,2,1636,2022-10-16
2022-10-16T07:10:04.553122_12,3,1361,2022-10-16
2022-10-16T07:10:04.553122_13,1,1925,2022-10-16
2022-10-16T07:10:04.553122_14,1,1207,2022-10-16
2022-10-16T07:10:04.553122_15,2,1406,2022-10-16
2022-10-16T07:10:04.553122_16,1,1368,2022-10-16
2022-10-16T07:10:04.553122_17,2,1346,2022-10-16
2022-10-16T07:10:04.553122_2,1,1620,2022-10-16
2022-10-16T07:10:04.553122_3,1,1402,2022-10-16
2022-10-16T07:10:04.553122_4,2,1701,2022-10-16
2022-10-16T07:10:04.553122_5,3,1900,2022-10-16
2022-10-16T07:10:04.553122_6,3,1087,2022-10-16
2022-10-16T07:10:04.553122_7,2,1761,2022-10-16
2022-10-16T07:10:04.553122_8,1,1368,2022-10-16
2022-10-16T07:10:04.553122_9,2,1413,2022-10-16
2022-10-17T07:10:04.553122_0,2,1973,2022-10-17
2022-10-18T07:10:04.553122_0,1,1200,2022-10-18
2022-10-18T07:10:04.553122_1,1,1272,2022-10-18
2022-10-18T07:10:04.553122_2,2,1706,2022-10-18
2022-10-18T07:10:04.553122_3,2,1520,2022-10-18
2022-10-18T07:10:04.553122_4,2,1087,2022-10-18
2022-10-18T07:10:04.553122_5,3,1372,2022-10-18
2022-10-18T07:10:04.553122_6,2,1346,2022-10-18
2022-10-18T07:10:04.553122_7,3,1454,2022-10-18
2022-10-19T07:10:04.553122_0,3,1200,2022-10-19
2022-10-19T07:10:04.553122_1,2,1307,2022-10-19
2022-10-19T07:10:04.553122_2,1,1660,2022-10-19
2022-10-19T07:10:04.553122_3,3,1856,2022-10-19
2022-10-19T07:10:04.553122_4,1,1697,2022-10-19
2022-10-19T07:10:04.553122_5,1,1333,2022-10-19
2022-10-19T07:10:04.553122_6,1,1368,2022-10-19
2022-10-20T07:10:04.553122_0,3,1292,2022-10-20
2022-10-20T07:10:04.553122_1,2,1855,2022-10-20
2022-10-20T07:10:04.553122_2,2,1570,2022-10-20
2022-10-20T07:10:04.553122_3,3,1595,2022-10-20
2022-10-20T07:10:04.553122_4,1,1792,2022-10-20
2022-10-20T07:10:04.553122_5,3,1413,2022-10-20
2022-10-20T07:10:04.553122_6,2,1402,2022-10-20
2022-10-20T07:10:04.553122_7,2,1207,2022-10-20
2022-10-20T07:10:04.553122_8,1,1310,2022-10-20
2022-10-21T07:10:04.554125_0,1,1346,2022-10-21
2022-10-21T07:10:04.554125_1,2,1289,2022-10-21
2022-10-21T07:10:04.554125_2,1,1625,2022-10-21
2022-10-21T07:10:04.554125_3,3,1272,2022-10-21
2022-10-22T07:10:04.554125_0,2,1087,2022-10-22
2022-10-22T07:10:04.554125_1,2,1886,2022-10-22
2022-10-22T07:10:04.554125_10,3,1865,2022-10-22
2022-10-22T07:10:04.554125_11,1,1886,2022-10-22
2022-10-22T07:10:04.554125_12,3,1898,2022-10-22
2022-10-22T07:10:04.554125_13,3,1660,2022-10-22
2022-10-22T07:10:04.554125_14,2,1568,2022-10-22
2022-10-22T07:10:04.554125_15,3,1568,2022-10-22
2022-10-22T07:10:04.554125_16,1,1684,2022-10-22
2022-10-22T07:10:04.554125_2,2,1013,2022-10-22
2022-10-22T07:10:04.554125_3,1,1625,2022-10-22
2022-10-22T07:10:04.554125_4,3,1165,2022-10-22
2022-10-22T07:10:04.554125_5,1,1886,2022-10-22
2022-10-22T07:10:04.554125_6,3,1489,2022-10-22
2022-10-22T07:10:04.554125_7,1,1134,2022-10-22
2022-10-22T07:10:04.554125_8,2,1475,2022-10-22
2022-10-22T07:10:04.554125_9,1,1074,2022-10-22
2022-10-23T07:10:04.554125_0,2,1294,2022-10-23
2022-10-23T07:10:04.554125_1,3,1272,2022-10-23
2022-10-23T07:10:04.554125_10,2,1540,2022-10-23
2022-10-23T07:10:04.554125_11,3,1701,2022-10-23
2022-10-23T07:10:04.554125_12,1,1992,2022-10-23
2022-10-23T07:10:04.554125_13,3,1307,2022-10-23
2022-10-23T07:10:04.554125_14,1,1336,2022-10-23
2022-10-23T07:10:04.554125_2,2,1765,2022-10-23
2022-10-23T07:10:04.554125_3,1,1164,2022-10-23
2022-10-23T07:10:04.554125_4,3,1625,2022-10-23
2022-10-23T07:10:04.554125_5,1,1697,2022-10-23
2022-10-23T07:10:04.554125_6,1,1973,2022-10-23
2022-10-23T07:10:04.554125_7,2,1307,2022-10-23
2022-10-23T07:10:04.554125_8,1,1335,2022-10-23
2022-10-23T07:10:04.554125_9,3,1855,2022-10-23
2022-10-24T07:10:04.554125_0,2,1100,2022-10-24
2022-10-24T07:10:04.554125_1,3,1632,2022-10-24
2022-10-25T07:10:04.554125_0,2,1142,2022-10-25
2022-10-25T07:10:04.554125_1,2,1589,2022-10-25
2022-10-25T07:10:04.554125_2,1,1855,2022-10-25
2022-10-25T07:10:04.554125_3,3,1134,2022-10-25
2022-10-25T07:10:04.554125_4,2,1475,2022-10-25
2022-10-25T07:10:04.554125_5,1,1402,2022-10-25
2022-10-26T07:10:04.554125_0,3,1992,2022-10-26
2022-10-26T07:10:04.554125_1,3,1660,2022-10-26
2022-10-26T07:10:04.554125_2,2,1520,2022-10-26
2022-10-26T07:10:04.554125_3,2,1475,2022-10-26
2022-10-26T07:10:04.554125_4,3,1997,2022-10-26
2022-10-26T07:10:04.554125_5,1,1697,2022-10-26
2022-10-26T07:10:04.554125_6,1,1371,2022-10-26
2022-10-26T07:10:04.555123_7,1,1520,2022-10-26
2022-10-26T07:10:04.555123_8,1,1513,2022-10-26
2022-10-27T07:10:04.555123_0,1,1277,2022-10-27
2022-10-27T07:10:04.555123_1,3,1997,2022-10-27
2022-10-27T07:10:04.555123_2,1,1413,2022-10-27
2022-10-28T07:10:04.555123_0,3,1928,2022-10-28
2022-10-28T07:10:04.555123_1,1,1282,2022-10-28
2022-10-28T07:10:04.555123_2,1,1294,2022-10-28
2022-10-28T07:10:04.555123_3,2,1422,2022-10-28
2022-10-29T07:10:04.555123_0,3,1333,2022-10-29
2022-10-29T07:10:04.555123_1,2,1973,2022-10-29
2022-10-29T07:10:04.555123_10,2,1595,2022-10-29
2022-10-29T07:10:04.555123_11,1,1997,2022-10-29
2022-10-29T07:10:04.555123_12,2,1684,2022-10-29
2022-10-29T07:10:04.555123_13,1,1200,2022-10-29
2022-10-29T07:10:04.555123_14,1,1855,2022-10-29
2022-10-29T07:10:04.555123_15,3,1277,2022-10-29
2022-10-29T07:10:04.555123_2,1,1923,2022-10-29
2022-10-29T07:10:04.555123_3,1,1368,2022-10-29
2022-10-29T07:10:04.555123_4,1,1277,2022-10-29
2022-10-29T07:10:04.555123_5,2,1250,2022-10-29
2022-10-29T07:10:04.555123_6,1,1100,2022-10-29
2022-10-29T07:10:04.555123_7,3,1335,2022-10-29
2022-10-29T07:10:04.555123_8,1,1795,2022-10-29
2022-10-29T07:10:04.555123_9,2,1272,2022-10-29
2022-10-30T07:10:04.555123_0,2,1310,2022-10-30
2022-10-30T07:10:04.555123_1,1,1900,2022-10-30
2022-10-30T07:10:04.555123_10,3,1475,2022-10-30
2022-10-30T07:10:04.555123_11,2,1292,2022-10-30
2022-10-30T07:10:04.555123_12,2,1165,2022-10-30
2022-10-30T07:10:04.555123_13,2,1589,2022-10-30
2022-10-30T07:10:04.555123_14,2,1620,2022-10-30
2022-10-30T07:10:04.555123_2,2,1865,2022-10-30
2022-10-30T07:10:04.555123_3,1,1361,2022-10-30
2022-10-30T07:10:04.555123_4,1,1701,2022-10-30
2022-10-30T07:10:04.555123_5,1,1331,2022-10-30
2022-10-30T07:10:04.555123_6,1,1865,2022-10-30
2022-10-30T07:10:04.555123_7,2,1795,2022-10-30
2022-10-30T07:10:04.555123_8,3,1277,2022-10-30
2022-10-30T07:10:04.555123_9,2,1207,2022-10-30
2022-10-31T07:10:04.555123_0,2,1030,2022-10-31
2022-10-31T07:10:04.555123_1,2,1701,2022-10-31
2022-10-31T07:10:04.555123_2,3,1706,2022-10-31
2022-10-31T07:10:04.555123_3,3,1402,2022-10-31
2022-10-31T07:10:04.555123_4,3,1282,2022-10-31
2022-10-31T07:10:04.555123_5,1,1580,2022-10-31
2022-10-31T07:10:04.555123_6,3,1232,2022-10-31
2022-11-01T07:10:04.555123_0,2,1792,2022-11-01
2022-11-02T07:10:04.555123_0,2,1798,2022-11-02
2022-11-02T07:10:04.555123_1,1,1200,2022-11-02
2022-11-02T07:10:04.555123_2,2,1570,2022-11-02
2022-11-02T07:10:04.555123_3,2,1684,2022-11-02
2022-11-02T07:10:04.555123_4,2,1367,2022-11-02
2022-11-02T07:10:04.555123_5,3,1701,2022-11-02
2022-11-02T07:10:04.555123_6,3,1251,2022-11-02
2022-11-02T07:10:04.555123_7,1,1101,2022-11-02
2022-11-02T07:10:04.555123_8,2,1087,2022-11-02
2022-11-02T07:10:04.555123_9,2,1372,2022-11-02
2022-11-03T07:10:04.555123_0,3,1942,2022-11-03
2022-11-03T07:10:04.555123_1,2,1413,2022-11-03
2022-11-03T07:10:04.555123_2,3,1684,2022-11-03
2022-11-03T07:10:04.555123_3,1,1336,2022-11-03
2022-11-03T07:10:04.555123_4,3,1010,2022-11-03
2022-11-03T07:10:04.555123_5,1,1402,2022-11-03
2022-11-04T07:10:04.555123_0,2,1087,2022-11-04
2022-11-04T07:10:04.555123_1,1,1706,2022-11-04
2022-11-04T07:10:04.555123_2,2,1010,2022-11-04
2022-11-04T07:10:04.555123_3,3,1406,2022-11-04
2022-11-05T07:10:04.556131_0,3,1884,2022-11-05
2022-11-05T07:10:04.556131_1,1,1620,2022-11-05
2022-11-05T07:10:04.556131_10,1,1292,2022-11-05
2022-11-05T07:10:04.556131_11,3,1134,2022-11-05
2022-11-05T07:10:04.556131_12,3,1765,2022-11-05
2022-11-05T07:10:04.556131_13,1,1900,2022-11-05
2022-11-05T07:10:04.556131_14,3,1513,2022-11-05
2022-11-05T07:10:04.556131_15,1,1232,2022-11-05
2022-11-05T07:10:04.556131_16,1,1298,2022-11-05
2022-11-05T07:10:04.556131_17,2,1460,2022-11-05
2022-11-05T07:10:04.556131_18,2,1942,2022-11-05
2022-11-05T07:10:04.556131_19,1,1333,2022-11-05
2022-11-05T07:10:04.556131_2,3,1452,2022-11-05
2022-11-05T07:10:04.556131_20,3,1331,2022-11-05
2022-11-05T07:10:04.556131_21,3,1100,2022-11-05
2022-11-05T07:10:04.556131_3,2,1636,2022-11-05
2022-11-05T07:10:04.556131_4,3,1385,2022-11-05
2022-11-05T07:10:04.556131_5,3,1568,2022-11-05
2022-11-05T07:10:04.556131_6,1,1942,2022-11-05
2022-11-05T07:10:04.556131_7,2,1675,2022-11-05
2022-11-05T07:10:04.556131_8,1,1884,2022-11-05
2022-11-05T07:10:04.556131_9,2,1294,2022-11-05
2022-11-06T07:10:04.556131_0,2,1997,2022-11-06
2022-11-06T07:10:04.556131_1,1,1366,2022-11-06
2022-11-06T07:10:04.556131_10,2,1761,2022-11-06
2022-11-06T07:10:04.556131_11,2,1489,2022-11-06
2022-11-06T07:10:04.556131_12,1,1250,2022-11-06
2022-11-06T07:10:04.556131_13,1,1697,2022-11-06
2022-11-06T07:10:04.556131_14,1,1580,2022-11-06
2022-11-06T07:10:04.556131_15,1,1346,2022-11-06
2022-11-06T07:10:04.556131_16,2,1164,2022-11-06
2022-11-06T07:10:04.556131_17,2,1234,2022-11-06
2022-11-06T07:10:04.556131_18,2,1721,2022-11-06
2022-11-06T07:10:04.556131_19,2,1942,2022-11-06
2022-11-06T07:10:04.556131_2,2,1684,2022-11-06
2022-11-06T07:10:04.556131_20,3,1884,2022-11-06
2022-11-06T07:10:04.556131_21,3,1010,2022-11-06
2022-11-06T07:10:04.556131_3,1,1706,2022-11-06
2022-11-06T07:10:04.556131_4,1,1721,2022-11-06
2022-11-06T07:10:04.556131_5,3,1200,2022-11-06
2022-11-06T07:10:04.556131_6,2,1792,2022-11-06
2022-11-06T07:10:04.556131_7,1,1164,2022-11-06
2022-11-06T07:10:04.556131_8,2,1675,2022-11-06
2022-11-06T07:10:04.556131_9,1,1865,2022-11-06
2022-11-07T07:10:04.556131_0,1,1721,2022-11-07
2022-11-07T07:10:04.556131_1,2,1928,2022-11-07
2022-11-07T07:10:04.556131_2,3,1928,2022-11-07
2022-11-07T07:10:04.556131_3,2,1697,2022-11-07
2022-11-07T07:10:04.556131_4,3,1100,2022-11-07
2022-11-07T07:10:04.556131_5,3,1886,2022-11-07
2022-11-07T07:10:04.556131_6,2,1031,2022-11-07
2022-11-08T07:10:04.556131_0,3,1701,2022-11-08
2022-11-08T07:10:04.556131_1,1,1232,2022-11-08
2022-11-08T07:10:04.556131_2,2,1511,2022-11-08
2022-11-08T07:10:04.556131_3,2,1165,2022-11-08
2022-11-08T07:10:04.557121_4,1,1292,2022-11-08
2022-11-08T07:10:04.557121_5,3,1795,2022-11-08
2022-11-08T07:10:04.557121_6,3,1333,2022-11-08
2022-11-09T07:10:04.557121_0,1,1013,2022-11-09
2022-11-09T07:10:04.557121_1,1,1650,2022-11-09
2022-11-09T07:10:04.557121_2,2,1522,2022-11-09
2022-11-09T07:10:04.557121_3,3,1061,2022-11-09
2022-11-09T07:10:04.557121_4,1,1925,2022-11-09
2022-11-10T07:10:04.557121_0,2,1595,2022-11-10
2022-11-10T07:10:04.557121_1,1,1371,2022-11-10
2022-11-11T07:10:04.557121_0,2,1684,2022-11-11
2022-11-11T07:10:04.557121_1,2,1506,2022-11-11
2022-11-11T07:10:04.557121_2,1,1414,2022-11-11
2022-11-11T07:10:04.557121_3,2,1884,2022-11-11
2022-11-11T07:10:04.557121_4,3,1886,2022-11-11
2022-11-11T07:10:04.557121_5,3,1310,2022-11-11
2022-11-11T07:10:04.557121_6,1,1310,2022-11-11
2022-11-11T07:10:04.557121_7,3,1886,2022-11-11
2022-11-12T07:10:04.557121_0,3,1366,2022-11-12
2022-11-12T07:10:04.557121_1,3,1636,2022-11-12
2022-11-12T07:10:04.557121_10,1,1855,2022-11-12
2022-11-12T07:10:04.557121_11,1,1589,2022-11-12
2022-11-12T07:10:04.557121_12,1,1865,2022-11-12
2022-11-12T07:10:04.557121_13,3,1928,2022-11-12
2022-11-12T07:10:04.557121_14,2,1620,2022-11-12
2022-11-12T07:10:04.557121_15,2,1636,2022-11-12
2022-11-12T07:10:04.557121_16,1,1413,2022-11-12
2022-11-12T07:10:04.557121_17,3,1061,2022-11-12
2022-11-12T07:10:04.557121_18,2,1798,2022-11-12
2022-11-12T07:10:04.557121_19,3,1636,2022-11-12
2022-11-12T07:10:04.557121_2,1,1194,2022-11-12
2022-11-12T07:10:04.557121_3,2,1406,2022-11-12
2022-11-12T07:10:04.557121_4,3,1194,2022-11-12
2022-11-12T07:10:04.557121_5,3,1013,2022-11-12
2022-11-12T07:10:04.557121_6,1,1487,2022-11-12
2022-11-12T07:10:04.557121_7,3,1294,2022-11-12
2022-11-12T07:10:04.557121_8,1,1992,2022-11-12
2022-11-12T07:10:04.557121_9,2,1701,2022-11-12
2022-11-13T07:10:04.557121_0,2,1684,2022-11-13
2022-11-13T07:10:04.557121_1,2,1884,2022-11-13
2022-11-13T07:10:04.557121_10,2,1101,2022-11-13
2022-11-13T07:10:04.557121_11,1,1414,2022-11-13
2022-11-13T07:10:04.557121_12,3,1367,2022-11-13
2022-11-13T07:10:04.557121_13,2,1865,2022-11-13
2022-11-13T07:10:04.557121_14,1,1765,2022-11-13
2022-11-13T07:10:04.557121_15,2,1886,2022-11-13
2022-11-13T07:10:04.557121_16,1,1251,2022-11-13
2022-11-13T07:10:04.557121_17,2,1272,2022-11-13
2022-11-13T07:10:04.557121_18,1,1368,2022-11-13
2022-11-13T07:10:04.557121_19,2,1636,2022-11-13
2022-11-13T07:10:04.557121_2,3,1650,2022-11-13
2022-11-13T07:10:04.557121_20,3,1632,2022-11-13
2022-11-13T07:10:04.557121_3,3,1632,2022-11-13
2022-11-13T07:10:04.557121_4,1,1460,2022-11-13
2022-11-13T07:10:04.557121_5,1,1701,2022-11-13
2022-11-13T07:10:04.557121_6,3,1164,2022-11-13
2022-11-13T07:10:04.557121_7,3,1865,2022-11-13
2022-11-13T07:10:04.557121_8,3,1973,2022-11-13
2022-11-13T07:10:04.557121_9,2,1509,2022-11-13
2022-11-14T07:10:04.557121_0,1,1881,2022-11-14
2022-11-14T07:10:04.557121_1,2,1886,2022-11-14
2022-11-14T07:10:04.557121_2,3,1925,2022-11-14
2022-11-15T07:10:04.557121_0,2,1272,2022-11-15
2022-11-15T07:10:04.557121_1,3,1010,2022-11-15
2022-11-15T07:10:04.557121_2,3,1402,2022-11-15
2022-11-15T07:10:04.557121_3,3,1765,2022-11-15
2022-11-15T07:10:04.557121_4,2,1632,2022-11-15
2022-11-15T07:10:04.557121_5,2,1307,2022-11-15
2022-11-15T07:10:04.557121_6,1,1489,2022-11-15
2022-11-16T07:10:04.557121_0,1,1886,2022-11-16
2022-11-16T07:10:04.557121_1,1,1540,2022-11-16
2022-11-16T07:10:04.557121_2,1,1792,2022-11-16
2022-11-16T07:10:04.557121_3,3,1520,2022-11-16
2022-11-16T07:10:04.557121_4,2,1765,2022-11-16
2022-11-16T07:10:04.557121_5,2,1061,2022-11-16
2022-11-16T07:10:04.557121_6,2,1087,2022-11-16
2022-11-17T07:10:04.557121_0,1,1684,2022-11-17
2022-11-17T07:10:04.557121_1,2,1509,2022-11-17
2022-11-17T07:10:04.557121_2,1,1142,2022-11-17
2022-11-17T07:10:04.557121_3,3,1884,2022-11-17
2022-11-17T07:10:04.557121_4,1,1923,2022-11-17
2022-11-17T07:10:04.557121_5,1,1336,2022-11-17
2022-11-18T07:10:04.557121_0,1,1684,2022-11-18
2022-11-18T07:10:04.557121_1,2,1522,2022-11-18
2022-11-18T07:10:04.557121_2,2,1251,2022-11-18
2022-11-18T07:10:04.557121_3,3,1865,2022-11-18
2022-11-19T07:10:04.557121_0,1,1134,2022-11-19
2022-11-19T07:10:04.557121_1,2,1506,2022-11-19
2022-11-19T07:10:04.557121_10,3,1333,2022-11-19
2022-11-19T07:10:04.557121_11,3,1085,2022-11-19
2022-11-19T07:10:04.557121_12,2,1765,2022-11-19
2022-11-19T07:10:04.557121_13,3,1294,2022-11-19
2022-11-19T07:10:04.557121_14,3,1292,2022-11-19
2022-11-19T07:10:04.557121_15,3,1721,2022-11-19
2022-11-19T07:10:04.557121_16,1,1346,2022-11-19
2022-11-19T07:10:04.557121_17,2,1307,2022-11-19
2022-11-19T07:10:04.557121_18,2,1992,2022-11-19
2022-11-19T07:10:04.557121_19,2,1232,2022-11-19
2022-11-19T07:10:04.557121_2,3,1636,2022-11-19
2022-11-19T07:10:04.557121_20,1,1422,2022-11-19
2022-11-19T07:10:04.557121_21,2,1540,2022-11-19
2022-11-19T07:10:04.557121_22,1,1277,2022-11-19
2022-11-19T07:10:04.557121_3,2,1222,2022-11-19
2022-11-19T07:10:04.557121_4,2,1234,2022-11-19
2022-11-19T07:10:04.557121_5,3,1487,2022-11-19
2022-11-19T07:10:04.557121_6,3,1761,2022-11-19
2022-11-19T07:10:04.557121_7,1,1660,2022-11-19
2022-11-19T07:10:04.557121_8,1,1923,2022-11-19
2022-11-19T07:10:04.557121_9,1,1855,2022-11-19
2022-11-20T07:10:04.557121_0,2,1475,2022-11-20
2022-11-20T07:10:04.557121_1,3,1250,2022-11-20
2022-11-20T07:10:04.557121_10,1,1765,2022-11-20
2022-11-20T07:10:04.557121_11,3,1540,2022-11-20
2022-11-20T07:10:04.557121_12,1,1792,2022-11-20
2022-11-20T07:10:04.557121_13,3,1522,2022-11-20
2022-11-20T07:10:04.557121_14,3,1570,2022-11-20
2022-11-20T07:10:04.557121_15,1,1294,2022-11-20
2022-11-20T07:10:04.557121_16,1,1013,2022-11-20
2022-11-20T07:10:04.557121_17,3,1650,2022-11-20
2022-11-20T07:10:04.557121_18,2,1454,2022-11-20
2022-11-20T07:10:04.557121_2,2,1923,2022-11-20
2022-11-20T07:10:04.557121_3,3,1142,2022-11-20
2022-11-20T07:10:04.557121_4,3,1031,2022-11-20
2022-11-20T07:10:04.557121_5,1,1972,2022-11-20
2022-11-20T07:10:04.557121_6,1,1660,2022-11-20
2022-11-20T07:10:04.557121_7,3,1900,2022-11-20
2022-11-20T07:10:04.557121_8,1,1372,2022-11-20
2022-11-20T07:10:04.557121_9,3,1277,2022-11-20
2022-11-20T07:10:04.558119_19,3,1385,2022-11-20
2022-11-20T07:10:04.558119_20,1,1010,2022-11-20
2022-11-20T07:10:04.558119_21,2,1413,2022-11-20
2022-11-20T07:10:04.558119_22,1,1134,2022-11-20
2022-11-20T07:10:04.558119_23,3,1650,2022-11-20
2022-11-21T07:10:04.558119_0,3,1277,2022-11-21
2022-11-21T07:10:04.558119_1,3,1165,2022-11-21
2022-11-21T07:10:04.558119_2,3,1292,2022-11-21
2022-11-22T07:10:04.558119_0,1,1134,2022-11-22
2022-11-23T07:10:04.558119_0,1,1795,2022-11-23
2022-11-23T07:10:04.558119_1,3,1620,2022-11-23
2022-11-23T07:10:04.558119_2,1,1298,2022-11-23
2022-11-23T07:10:04.558119_3,2,1361,2022-11-23
2022-11-23T07:10:04.558119_4,2,1333,2022-11-23
2022-11-24T07:10:04.558119_0,1,1031,2022-11-24
2022-11-24T07:10:04.558119_1,1,1452,2022-11-24
2022-11-25T07:10:04.558119_0,1,1298,2022-11-25
2022-11-25T07:10:04.558119_1,1,1087,2022-11-25
2022-11-25T07:10:04.558119_2,2,1925,2022-11-25
2022-11-25T07:10:04.558119_3,2,1194,2022-11-25
2022-11-25T07:10:04.558119_4,3,1706,2022-11-25
2022-11-25T07:10:04.558119_5,2,1973,2022-11-25
2022-11-25T07:10:04.558119_6,2,1992,2022-11-25
2022-11-25T07:10:04.558119_7,1,1414,2022-11-25
2022-11-25T07:10:04.558119_8,3,1368,2022-11-25
2022-11-25T07:10:04.558119_9,3,1307,2022-11-25
2022-11-26T07:10:04.558119_0,2,1795,2022-11-26
2022-11-26T07:10:04.558119_1,1,1923,2022-11-26
2022-11-26T07:10:04.558119_10,2,1367,2022-11-26
2022-11-26T07:10:04.558119_11,3,1900,2022-11-26
2022-11-26T07:10:04.558119_12,1,1684,2022-11-26
2022-11-26T07:10:04.558119_13,3,1568,2022-11-26
2022-11-26T07:10:04.558119_14,3,1460,2022-11-26
2022-11-26T07:10:04.558119_15,2,1886,2022-11-26
2022-11-26T07:10:04.558119_16,1,1761,2022-11-26
2022-11-26T07:10:04.558119_17,3,1292,2022-11-26
2022-11-26T07:10:04.558119_18,2,1898,2022-11-26
2022-11-26T07:10:04.558119_19,2,1568,2022-11-26
2022-11-26T07:10:04.558119_2,1,1100,2022-11-26
2022-11-26T07:10:04.558119_3,3,1207,2022-11-26
2022-11-26T07:10:04.558119_4,3,1234,2022-11-26
2022-11-26T07:10:04.558119_5,2,1684,2022-11-26
2022-11-26T07:10:04.558119_6,3,1333,2022-11-26
2022-11-26T07:10:04.558119_7,1,1761,2022-11-26
2022-11-26T07:10:04.558119_8,3,1031,2022-11-26
2022-11-26T07:10:04.558119_9,2,1414,2022-11-26
2022-11-27T07:10:04.558119_0,2,1881,2022-11-27
2022-11-27T07:10:04.558119_1,3,1513,2022-11-27
2022-11-27T07:10:04.558119_10,2,1366,2022-11-27
2022-11-27T07:10:04.558119_11,2,1684,2022-11-27
2022-11-27T07:10:04.558119_12,3,1200,2022-11-27
2022-11-27T07:10:04.558119_13,1,1289,2022-11-27
2022-11-27T07:10:04.558119_14,1,1855,2022-11-27
2022-11-27T07:10:04.558119_15,2,1487,2022-11-27
2022-11-27T07:10:04.558119_16,1,1402,2022-11-27
2022-11-27T07:10:04.558119_17,2,1335,2022-11-27
2022-11-27T07:10:04.558119_18,3,1368,2022-11-27
2022-11-27T07:10:04.558119_19,2,1074,2022-11-27
2022-11-27T07:10:04.558119_2,1,1100,2022-11-27
2022-11-27T07:10:04.558119_20,3,1967,2022-11-27
2022-11-27T07:10:04.558119_21,3,1865,2022-11-27
2022-11-27T07:10:04.558119_22,2,1385,2022-11-27
2022-11-27T07:10:04.558119_3,1,1372,2022-11-27
2022-11-27T07:10:04.558119_4,2,1568,2022-11-27
2022-11-27T07:10:04.558119_5,2,1289,2022-11-27
2022-11-27T07:10:04.558119_6,2,1336,2022-11-27
2022-11-27T07:10:04.558119_7,2,1489,2022-11-27
2022-11-27T07:10:04.558119_8,1,1142,2022-11-27
2022-11-27T07:10:04.558119_9,3,1367,2022-11-27
2022-11-28T07:10:04.558119_0,3,1368,2022-11-28
2022-11-28T07:10:04.558119_1,3,1200,2022-11-28
2022-11-28T07:10:04.558119_2,3,1925,2022-11-28
2022-11-29T07:10:04.558119_0,2,1366,2022-11-29
2022-11-29T07:10:04.558119_1,2,1520,2022-11-29
2022-11-29T07:10:04.558119_2,2,1706,2022-11-29
2022-11-30T07:10:04.558119_0,3,1414,2022-11-30
2022-11-30T07:10:04.558119_1,1,1701,2022-11-30
2022-11-30T07:10:04.558119_2,2,1792,2022-11-30
2022-11-30T07:10:04.558119_3,1,1992,2022-11-30
2022-11-30T07:10:04.558119_4,1,1580,2022-11-30
2022-12-01T07:10:04.558119_0,2,1595,2022-12-01
2022-12-01T07:10:04.558119_1,1,1087,2022-12-01
2022-12-01T07:10:04.558119_2,1,1335,2022-12-01
2022-12-01T07:10:04.558119_3,3,1200,2022-12-01
2022-12-01T07:10:04.558119_4,3,1856,2022-12-01
2022-12-01T07:10:04.558119_5,3,1568,2022-12-01
2022-12-01T07:10:04.558119_6,1,1164,2022-12-01
2022-12-01T07:10:04.558119_7,1,1589,2022-12-01
2022-12-02T07:10:04.558119_0,3,1660,2022-12-02
2022-12-02T07:10:04.558119_1,3,1272,2022-12-02
2022-12-02T07:10:04.558119_2,1,1333,2022-12-02
2022-12-02T07:10:04.558119_3,1,1346,2022-12-02
2022-12-03T07:10:04.558119_0,3,1234,2022-12-03
2022-12-03T07:10:04.558119_1,3,1925,2022-12-03
2022-12-03T07:10:04.558119_10,2,1513,2022-12-03
2022-12-03T07:10:04.558119_11,2,1487,2022-12-03
2022-12-03T07:10:04.558119_12,2,1232,2022-12-03
2022-12-03T07:10:04.558119_13,1,1509,2022-12-03
2022-12-03T07:10:04.558119_14,3,1031,2022-12-03
